zipcode,state,income,cbsa_income,state_income,latitude,longitude
06151,CT,1000000,null,106441,41.76,-72.68
06152,CT,1000000,106293,106441,41.76,-72.68
06153,CT,1000000,106293,106441,41.76,-72.68
06154,CT,1000000,106293,106441,41.76,-72.68
06155,CT,1000000,106293,106441,41.76,-72.68
06156,CT,1000000,106293,106441,41.76,-72.68
06160,CT,1000000,106293,106441,41.77,-72.69
06161,CT,1000000,106293,106441,41.76,-72.68
06167,CT,1000000,106293,106441,41.76,-72.68
06176,CT,1000000,null,106441,41.76,-72.68
06180,CT,1000000,null,106441,41.76,-72.68
06183,CT,1000000,106293,106441,41.76,-72.68
06199,CT,1000000,106293,106441,41.76,-72.68
06226,CT,51030,106293,106441,41.71,-72.21
06230,CT,1000000,101434,106441,41.85,-72.01
06231,CT,145625,106293,106441,41.62,-72.37
06232,CT,116354,106293,106441,41.73,-72.36
06233,CT,1000000,101434,106441,41.87,-71.86
06234,CT,81896,101434,106441,41.78,-71.95
06235,CT,94118,101434,106441,41.8,-72.11
06237,CT,112966,106293,106441,41.7,-72.3
06238,CT,110521,106293,106441,41.78,-72.3
06239,CT,86624,101434,106441,41.8,-71.88
06241,CT,85667,101434,106441,41.85,-71.84
06242,CT,104583,106293,106441,41.9,-72.08
06243,CT,240521,101434,106441,41.84,-71.81
06244,CT,1000000,101434,106441,41.98,-71.97
06245,CT,1000000,null,106441,42.01,-71.94
06246,CT,1000000,101434,106441,41.96,-71.89
06247,CT,107917,101434,106441,41.78,-72.05
06248,CT,150636,106293,106441,41.65,-72.36
06249,CT,116814,99305,106441,41.66,-72.24
06250,CT,109022,106293,106441,41.77,-72.19
06251,CT,1000000,106293,106441,41.77,-72.2
06254,CT,114063,99305,106441,41.61,-72.14
06255,CT,98607,101434,106441,41.98,-71.9
06256,CT,80521,101434,106441,41.73,-72.16
06258,CT,1000000,101434,106441,41.9,-71.96
06259,CT,114583,101434,106441,41.86,-71.99
06260,CT,81795,101434,106441,41.91,-71.9
06262,CT,72396,101434,106441,42.02,-71.95
06263,CT,62222,101434,106441,41.84,-71.9
06264,CT,88542,101434,106441,41.69,-72.1
06265,CT,1000000,null,106441,41.89,-72.26
06266,CT,91635,101434,106441,41.67,-72.17
06267,CT,1000000,101434,106441,41.92,-71.95
06268,CT,127566,106293,106441,41.8,-72.25
06269,CT,1000000,106293,106441,41.8,-72.29
06277,CT,100911,101434,106441,41.95,-71.86
06278,CT,123667,101434,106441,41.9,-72.17
06279,CT,103019,106293,106441,41.86,-72.27
06280,CT,64634,101434,106441,41.7,-72.16
06281,CT,121115,101434,106441,41.95,-71.98
06282,CT,104375,101434,106441,41.94,-72.08
06320,CT,58177,99305,106441,41.35,-72.1
06330,CT,96250,101434,106441,41.64,-72.07
06331,CT,107619,101434,106441,41.7,-72
06332,CT,76563,101434,106441,41.73,-71.9
06333,CT,146011,99305,106441,41.38,-72.24
06334,CT,96250,99305,106441,41.54,-72.17
06335,CT,125525,99305,106441,41.43,-72.06
06336,CT,164063,99305,106441,41.58,-72.2
06338,CT,171058,99305,106441,41.35,-72.09
06339,CT,105720,99305,106441,41.44,-71.99
06340,CT,72014,99305,106441,41.32,-72.07
06349,CT,1000000,99305,106441,41.32,-72.07
06350,CT,66563,99305,106441,41.65,-72.07
06351,CT,79936,101434,106441,41.6,-71.98
06353,CT,0,99305,106441,41.46,-72.15
06354,CT,81750,101434,106441,41.71,-71.87
06355,CT,132614,99305,106441,41.35,-71.97
06357,CT,112013,99305,106441,41.32,-72.22
06359,CT,110821,99305,106441,41.44,-71.89
06360,CT,74704,99305,106441,41.55,-72.08
06365,CT,109444,99305,106441,41.55,-71.99
06370,CT,104225,99305,106441,41.46,-72.18
06371,CT,142639,99305,106441,41.31,-72.34
06372,CT,1000000,99305,106441,41.36,-71.98
06373,CT,1000000,101434,106441,41.69,-71.81
06374,CT,74987,101434,106441,41.67,-71.92
06375,CT,106563,99305,106441,41.4,-72.12
06376,CT,0,99305,106441,41.29,-72.25
06377,CT,90982,101434,106441,41.7,-71.83
06378,CT,117031,99305,106441,41.33,-71.9
06379,CT,92212,99305,106441,41.37,-71.85
06380,CT,61616,99305,106441,41.56,-72.05
06382,CT,94608,99305,106441,41.45,-72.12
06383,CT,1000000,99305,106441,41.58,-71.94
06384,CT,83889,101434,106441,41.59,-71.85
06385,CT,113954,99305,106441,41.34,-72.14
06387,CT,124500,101434,106441,41.74,-71.91
06388,CT,1000000,99305,106441,41.35,-71.98
06389,CT,1000000,99305,106441,41.56,-72.13
06390,NY,46250,104755,92731,41.27,-71.99
06401,CT,75182,97169,106441,41.34,-73.06
06403,CT,119364,97169,106441,41.44,-73.04
06404,CT,1000000,125563,106441,41.39,-73.31
06405,CT,116419,97169,106441,41.28,-72.81
06408,CT,1000000,97169,106441,41.5,-72.9
06409,CT,70378,106293,106441,41.35,-72.42
06410,CT,160496,97169,106441,41.5,-72.9
06411,CT,1000000,97169,106441,41.5,-72.9
06412,CT,112899,106293,106441,41.4,-72.45
06413,CT,121154,106293,106441,41.27,-72.53
06414,CT,213571,106293,106441,41.57,-72.55
06415,CT,128064,106293,106441,41.57,-72.33
06416,CT,113814,106293,106441,41.6,-72.63
06417,CT,108125,106293,106441,41.39,-72.43
06418,CT,91280,125563,106441,41.32,-73.08
06419,CT,153811,106293,106441,41.35,-72.56
06420,CT,119392,106293,106441,41.48,-72.27
06422,CT,137093,106293,106441,41.47,-72.68
06423,CT,108067,106293,106441,41.45,-72.46
06424,CT,119164,106293,106441,41.57,-72.49
06426,CT,146295,106293,106441,41.35,-72.39
06437,CT,137845,97169,106441,41.28,-72.67
06438,CT,151615,106293,106441,41.45,-72.5
06439,CT,0,99305,106441,41.4,-72.34
06440,CT,1000000,125563,106441,41.43,-73.35
06441,CT,125603,106293,106441,41.49,-72.55
06442,CT,146708,106293,106441,41.34,-72.43
06443,CT,160045,97169,106441,41.27,-72.59
06444,CT,100694,106293,106441,41.56,-72.92
06447,CT,139306,106293,106441,41.63,-72.45
06450,CT,79719,97169,106441,41.53,-72.79
06451,CT,78194,106293,106441,41.54,-72.82
06455,CT,126806,106293,106441,41.5,-72.71
06456,CT,139107,106293,106441,41.52,-72.55
06457,CT,96515,106293,106441,41.54,-72.65
06459,CT,1000000,106293,106441,41.54,-72.65
06460,CT,120619,97169,106441,41.22,-73.06
06461,CT,132589,97169,106441,41.23,-73.08
06467,CT,0,106293,106441,41.57,-72.9
06468,CT,153868,125563,106441,41.36,-73.2
06469,CT,110813,106293,106441,41.5,-72.45
06470,CT,155170,125563,106441,41.41,-73.31
06471,CT,133552,97169,106441,41.33,-72.77
06472,CT,133393,97169,106441,41.38,-72.77
06473,CT,128075,97169,106441,41.38,-72.85
06474,CT,1000000,null,106441,41.56,-72.34
06475,CT,129917,106293,106441,41.29,-72.36
06477,CT,148897,97169,106441,41.27,-73.02
06478,CT,134333,97169,106441,41.42,-73.11
06479,CT,110549,106293,106441,41.57,-72.91
06480,CT,129003,106293,106441,41.58,-72.62
06481,CT,137212,106293,106441,41.53,-72.69
06482,CT,160268,125563,106441,41.4,-73.24
06483,CT,106366,97169,106441,41.4,-73.06
06484,CT,123352,125563,106441,41.3,-73.13
06487,CT,1000000,97169,106441,41.47,-73.23
06488,CT,140444,97169,106441,41.48,-73.22
06489,CT,131033,106293,106441,41.6,-72.88
06491,CT,1000000,125563,106441,41.33,-73.23
06492,CT,110770,97169,106441,41.44,-72.81
06493,CT,1000000,97169,106441,41.44,-72.81
06494,CT,1000000,97169,106441,41.44,-72.81
06495,CT,1000000,97169,106441,41.46,-72.8
06498,CT,127917,106293,106441,41.28,-72.45
06501,CT,1000000,97169,106441,41.31,-72.92
06502,CT,1000000,97169,106441,41.31,-72.92
06503,CT,1000000,97169,106441,41.31,-72.92
06504,CT,1000000,97169,106441,41.31,-72.92
06505,CT,1000000,97169,106441,41.31,-72.92
06506,CT,1000000,97169,106441,41.31,-72.92
06507,CT,1000000,97169,106441,41.31,-72.92
06508,CT,1000000,97169,106441,41.31,-72.92
06509,CT,1000000,97169,106441,41.31,-72.92
06510,CT,132500,97169,106441,41.31,-72.93
06511,CT,57088,97169,106441,41.31,-72.92
06512,CT,89394,97169,106441,41.29,-72.86
06513,CT,54200,97169,106441,41.32,-72.87
06514,CT,94744,97169,106441,41.38,-72.94
06515,CT,85417,97169,106441,41.33,-72.97
06516,CT,82347,97169,106441,41.27,-72.96
06517,CT,110496,97169,106441,41.35,-72.91
06518,CT,110134,97169,106441,41.43,-72.91
06519,CT,45456,97169,106441,41.29,-72.93
06520,CT,1000000,97169,106441,41.31,-72.92
06521,CT,1000000,97169,106441,41.31,-72.92
06524,CT,154679,97169,106441,41.42,-72.99
06525,CT,179596,97169,106441,41.36,-73
06530,CT,1000000,97169,106441,41.31,-72.92
06531,CT,1000000,97169,106441,41.31,-72.92
06532,CT,1000000,97169,106441,41.31,-72.92
06533,CT,1000000,97169,106441,41.31,-72.92
06534,CT,1000000,97169,106441,41.31,-72.92
06535,CT,1000000,97169,106441,41.31,-72.92
06536,CT,1000000,97169,106441,41.31,-72.92
06537,CT,1000000,97169,106441,41.31,-72.92
06538,CT,1000000,97169,106441,41.31,-72.92
06540,CT,1000000,97169,106441,41.31,-72.92
06601,CT,1000000,125563,106441,41.18,-73.19
06602,CT,1000000,125563,106441,41.18,-73.19
06604,CT,49097,125563,106441,41.18,-73.19
06605,CT,52851,125563,106441,41.16,-73.22
06606,CT,66147,125563,106441,41.21,-73.21
06607,CT,45759,125563,106441,41.17,-73.17
06608,CT,49442,125563,106441,41.19,-73.18
06610,CT,58837,125563,106441,41.21,-73.16
06611,CT,152297,125563,106441,41.25,-73.2
06612,CT,184718,125563,106441,41.24,-73.31
06614,CT,115244,125563,106441,41.2,-73.13
06615,CT,77331,125563,106441,41.17,-73.13
06673,CT,1000000,125563,106441,41.18,-73.19
06699,CT,1000000,125563,106441,41.18,-73.19
06701,CT,1000000,97169,106441,41.55,-73.03
06702,CT,19797,97169,106441,41.56,-73.05
06703,CT,1000000,97169,106441,41.55,-73.03
06704,CT,50799,97169,106441,41.59,-73.04
06705,CT,66338,97169,106441,41.55,-72.99
06706,CT,51925,97169,106441,41.55,-73.03
06708,CT,73542,104799,106441,41.55,-73.07
06710,CT,59284,97169,106441,41.57,-73.05
06712,CT,130389,97169,106441,41.49,-72.97
06716,CT,119474,97169,106441,41.61,-72.98
06720,CT,1000000,97169,106441,41.55,-73.03
06721,CT,1000000,97169,106441,41.55,-73.03
06722,CT,1000000,97169,106441,41.55,-73.03
06723,CT,1000000,97169,106441,41.55,-73.03
06724,CT,1000000,97169,106441,41.55,-73.03
06725,CT,1000000,null,106441,41.55,-73.03
06726,CT,1000000,null,106441,41.55,-73.03
06749,CT,1000000,97169,106441,41.55,-73.03
06750,CT,128906,104799,106441,41.72,-73.24
06751,CT,118750,104799,106441,41.63,-73.21
06752,CT,139352,104799,106441,41.52,-73.36
06753,CT,250000,104799,106441,41.84,-73.33
06754,CT,114654,104799,106441,41.81,-73.37
06755,CT,103393,104799,106441,41.64,-73.48
06756,CT,143478,104799,106441,41.85,-73.23
06757,CT,107474,104799,106441,41.72,-73.47
06758,CT,0,104799,106441,41.68,-73.23
06759,CT,116146,104799,106441,41.74,-73.19
06762,CT,142729,97169,106441,41.52,-73.12
06763,CT,123542,104799,106441,41.68,-73.17
06770,CT,105476,97169,106441,41.48,-73.05
06776,CT,103663,104799,106441,41.58,-73.4
06777,CT,133816,104799,106441,41.69,-73.34
06778,CT,124161,104799,106441,41.71,-73.11
06779,CT,96843,104799,106441,41.59,-73.08
06781,CT,1000000,104799,106441,41.67,-73
06782,CT,110724,104799,106441,41.65,-73.04
06783,CT,143542,104799,106441,41.55,-73.3
06784,CT,125200,125563,106441,41.58,-73.5
06785,CT,126250,104799,106441,41.69,-73.46
06786,CT,107358,106293,106441,41.67,-73
06787,CT,123393,104799,106441,41.67,-73.07
06790,CT,80522,104799,106441,41.83,-73.12
06791,CT,118750,106293,106441,41.75,-73.05
06792,CT,1000000,104799,106441,41.77,-73.06
06793,CT,181696,104799,106441,41.63,-73.28
06794,CT,1000000,104799,106441,41.65,-73.32
06795,CT,96989,104799,106441,41.61,-73.12
06796,CT,116563,104799,106441,41.87,-73.33
06798,CT,119623,104799,106441,41.56,-73.2
06801,CT,122683,125563,106441,41.37,-73.41
06804,CT,136354,125563,106441,41.46,-73.39
06807,CT,227679,125563,106441,41.06,-73.59
06810,CT,72052,125563,106441,41.4,-73.47
06811,CT,112087,125563,106441,41.42,-73.48
06812,CT,135306,125563,106441,41.48,-73.48
06813,CT,1000000,125563,106441,41.4,-73.47
06820,CT,250000,125563,106441,41.05,-73.47
06824,CT,202690,125563,106441,41.13,-73.28
06825,CT,143459,125563,106441,41.2,-73.24
06828,CT,1000000,125563,106441,41.13,-73.28
06829,CT,1000000,125563,106441,41.24,-73.43
06830,CT,185865,125563,106441,41.06,-73.63
06831,CT,219792,125563,106441,41.09,-73.66
06836,CT,1000000,125563,106441,41.06,-73.63
06838,CT,1000000,125563,106441,41.12,-73.31
06840,CT,250000,125563,106441,41.14,-73.49
06850,CT,127689,125563,106441,41.13,-73.45
06851,CT,121702,125563,106441,41.14,-73.4
06852,CT,1000000,125563,106441,41.09,-73.42
06853,CT,250000,125563,106441,41.07,-73.44
06854,CT,72114,125563,106441,41.09,-73.42
06855,CT,98287,125563,106441,41.08,-73.4
06856,CT,1000000,125563,106441,41.11,-73.42
06857,CT,1000000,null,106441,41.09,-73.42
06858,CT,1000000,125563,106441,41.09,-73.42
06860,CT,1000000,null,106441,41.09,-73.42
06870,CT,250000,125563,106441,41.03,-73.56
06875,CT,1000000,125563,106441,41.3,-73.38
06876,CT,1000000,125563,106441,41.3,-73.38
06877,CT,197727,125563,106441,41.27,-73.49
06878,CT,250000,125563,106441,41.03,-73.58
06879,CT,1000000,null,106441,41.27,-73.49
06880,CT,250000,125563,106441,41.12,-73.34
06881,CT,1000000,125563,106441,41.12,-73.34
06883,CT,217949,125563,106441,41.22,-73.37
06888,CT,1000000,125563,106441,41.12,-73.34
06889,CT,1000000,null,106441,41.12,-73.34
06890,CT,245938,125563,106441,41.14,-73.28
06896,CT,161806,125563,106441,41.3,-73.38
06897,CT,245043,125563,106441,41.18,-73.42
06901,CT,100469,125563,106441,41.05,-73.54
06902,CT,86256,125563,106441,41.06,-73.54
06903,CT,207292,125563,106441,41.14,-73.57
06904,CT,1000000,125563,106441,41.09,-73.55
06905,CT,141156,125563,106441,41.09,-73.55
06906,CT,106411,125563,106441,41.07,-73.52
06907,CT,129500,125563,106441,41.1,-73.52
06910,CT,1000000,125563,106441,41.09,-73.55
06911,CT,1000000,125563,106441,41.09,-73.55
06912,CT,1000000,125563,106441,41.09,-73.55
06913,CT,1000000,null,106441,41.09,-73.55
06914,CT,1000000,null,106441,41.09,-73.55
06926,CT,1000000,125563,106441,41.09,-73.55
06927,CT,1000000,null,106441,41.09,-73.55
07001,NJ,89079,104755,110115,40.58,-74.27
07002,NJ,84290,104755,110115,40.66,-74.11
07003,NJ,105720,104755,110115,40.81,-74.18
07004,NJ,133994,104755,110115,40.88,-74.3
07005,NJ,137125,104755,110115,40.9,-74.4
07006,NJ,157212,104755,110115,40.85,-74.28
07007,NJ,1000000,104755,110115,40.83,-74.27
07008,NJ,81966,104755,110115,40.58,-74.22
07009,NJ,169412,104755,110115,40.85,-74.22
07010,NJ,101434,104755,110115,40.82,-73.99
07011,NJ,79513,104755,110115,40.88,-74.14
07012,NJ,118189,104755,110115,40.85,-74.16
07013,NJ,123673,104755,110115,40.86,-74.15
07014,NJ,112219,104755,110115,40.83,-74.14
07015,NJ,1000000,104755,110115,40.86,-74.15
07016,NJ,175337,104755,110115,40.65,-74.3
07017,NJ,66195,104755,110115,40.77,-74.21
07018,NJ,64786,104755,110115,40.76,-74.21
07019,NJ,1000000,104755,110115,40.76,-74.21
07020,NJ,157802,104755,110115,40.82,-73.97
07021,NJ,250000,104755,110115,40.82,-74.28
07022,NJ,61057,104755,110115,40.81,-74
07023,NJ,194674,104755,110115,40.64,-74.38
07024,NJ,116435,104755,110115,40.85,-73.97
07026,NJ,70993,104755,110115,40.87,-74.1
07027,NJ,122069,104755,110115,40.65,-74.32
07028,NJ,250000,104755,110115,40.8,-74.2
07029,NJ,68026,104755,110115,40.74,-74.15
07030,NJ,210773,104755,110115,40.75,-74.03
07031,NJ,108537,104755,110115,40.79,-74.12
07032,NJ,80915,104755,110115,40.75,-74.11
07033,NJ,116184,104755,110115,40.67,-74.28
07034,NJ,109638,104755,110115,40.88,-74.38
07035,NJ,123477,104755,110115,40.92,-74.3
07036,NJ,89334,104755,110115,40.62,-74.23
07039,NJ,218525,104755,110115,40.78,-74.32
07040,NJ,196838,104755,110115,40.73,-74.27
07041,NJ,250000,104755,110115,40.72,-74.3
07042,NJ,160202,104755,110115,40.82,-74.21
07043,NJ,250000,104755,110115,40.84,-74.2
07044,NJ,170820,104755,110115,40.83,-74.24
07045,NJ,181184,104755,110115,40.9,-74.36
07046,NJ,250000,104755,110115,40.89,-74.44
07047,NJ,83590,104755,110115,40.79,-74.02
07050,NJ,53544,104755,110115,40.76,-74.23
07051,NJ,1000000,104755,110115,40.76,-74.23
07052,NJ,139773,104755,110115,40.79,-74.26
07054,NJ,125679,104755,110115,40.85,-74.4
07055,NJ,46594,104755,110115,40.85,-74.12
07057,NJ,84038,104755,110115,40.85,-74.1
07058,NJ,167332,104755,110115,40.86,-74.34
07059,NJ,210337,104755,110115,40.63,-74.51
07060,NJ,73994,104755,110115,40.62,-74.42
07061,NJ,1000000,104755,110115,40.63,-74.4
07062,NJ,92635,104755,110115,40.63,-74.4
07063,NJ,73168,104755,110115,40.61,-74.44
07064,NJ,131250,104755,110115,40.57,-74.25
07065,NJ,100938,104755,110115,40.6,-74.28
07066,NJ,135584,104755,110115,40.62,-74.31
07067,NJ,126460,104755,110115,40.59,-74.31
07068,NJ,165865,104755,110115,40.82,-74.3
07069,NJ,151176,104755,110115,40.64,-74.44
07070,NJ,140262,104755,110115,40.81,-74.1
07071,NJ,105867,104755,110115,40.8,-74.11
07072,NJ,128257,104755,110115,40.82,-74.06
07073,NJ,107726,104755,110115,40.81,-74.08
07074,NJ,98065,104755,110115,40.84,-74.05
07075,NJ,153606,104755,110115,40.85,-74.08
07076,NJ,188179,104755,110115,40.63,-74.37
07077,NJ,102724,104755,110115,40.55,-74.26
07078,NJ,250000,104755,110115,40.74,-74.33
07079,NJ,193000,104755,110115,40.74,-74.26
07080,NJ,129282,104755,110115,40.57,-74.41
07081,NJ,156336,104755,110115,40.69,-74.32
07082,NJ,154884,104755,110115,40.93,-74.34
07083,NJ,116656,104755,110115,40.69,-74.26
07086,NJ,145511,104755,110115,40.77,-74.02
07087,NJ,56556,104755,110115,40.77,-74.03
07088,NJ,94861,104755,110115,40.72,-74.29
07090,NJ,225846,104755,110115,40.65,-74.34
07091,NJ,1000000,104755,110115,40.65,-74.34
07092,NJ,179315,104755,110115,40.68,-74.36
07093,NJ,65713,104755,110115,40.79,-74.01
07094,NJ,147625,104755,110115,40.78,-74.06
07095,NJ,110206,104755,110115,40.55,-74.28
07096,NJ,1000000,104755,110115,40.78,-74.06
07097,NJ,1000000,104755,110115,40.71,-74.06
07099,NJ,1000000,104755,110115,40.75,-74.11
07101,NJ,1000000,104755,110115,40.72,-74.17
07102,NJ,51866,104755,110115,40.74,-74.17
07103,NJ,46592,104755,110115,40.74,-74.2
07104,NJ,53622,104755,110115,40.77,-74.17
07105,NJ,49889,104755,110115,40.72,-74.14
07106,NJ,48857,104755,110115,40.74,-74.23
07107,NJ,52039,104755,110115,40.76,-74.19
07108,NJ,34570,104755,110115,40.72,-74.2
07109,NJ,88063,104755,110115,40.79,-74.16
07110,NJ,140871,104755,110115,40.81,-74.15
07111,NJ,59447,104755,110115,40.72,-74.23
07112,NJ,51686,104755,110115,40.71,-74.21
07114,NJ,44787,104755,110115,40.72,-74.17
07175,NJ,1000000,104755,110115,40.72,-74.17
07184,NJ,1000000,null,110115,40.72,-74.17
07188,NJ,1000000,null,110115,40.72,-74.17
07189,NJ,1000000,null,110115,40.72,-74.17
07191,NJ,1000000,null,110115,40.72,-74.17
07192,NJ,1000000,null,110115,40.72,-74.17
07193,NJ,1000000,null,110115,40.72,-74.17
07195,NJ,1000000,null,110115,40.72,-74.17
07198,NJ,1000000,null,110115,40.72,-74.17
07199,NJ,1000000,null,110115,40.72,-74.17
07201,NJ,55519,104755,110115,40.69,-74.17
07202,NJ,65946,104755,110115,40.65,-74.22
07203,NJ,76189,104755,110115,40.65,-74.26
07204,NJ,109837,104755,110115,40.67,-74.27
07205,NJ,95128,104755,110115,40.69,-74.23
07206,NJ,50485,104755,110115,40.66,-74.19
07207,NJ,1000000,104755,110115,40.66,-74.19
07208,NJ,61526,104755,110115,40.67,-74.23
07302,NJ,208701,104755,110115,40.72,-74.05
07303,NJ,1000000,104755,110115,40.71,-74.06
07304,NJ,67117,104755,110115,40.71,-74.06
07305,NJ,79200,104755,110115,40.7,-74.08
07306,NJ,70245,104755,110115,40.73,-74.07
07307,NJ,82858,104755,110115,40.75,-74.06
07308,NJ,1000000,null,110115,40.71,-74.06
07310,NJ,201923,104755,110115,40.73,-74.04
07311,NJ,222431,104755,110115,40.72,-74.03
07395,NJ,1000000,null,110115,40.72,-74.08
07399,NJ,1000000,104755,110115,40.71,-74.06
07401,NJ,196295,104755,110115,41.03,-74.13
07403,NJ,138333,104755,110115,41.02,-74.33
07405,NJ,144483,104755,110115,40.99,-74.34
07407,NJ,88938,104755,110115,40.9,-74.11
07410,NJ,162571,104755,110115,40.93,-74.11
07416,NJ,97788,104755,110115,41.11,-74.58
07417,NJ,220066,104755,110115,41,-74.2
07418,NJ,161125,104755,110115,41.24,-74.48
07419,NJ,120141,104755,110115,41.14,-74.57
07420,NJ,100778,104755,110115,41.02,-74.3
07421,NJ,133292,104755,110115,41.16,-74.35
07422,NJ,115821,104755,110115,41.17,-74.44
07423,NJ,250000,104755,110115,41,-74.1
07424,NJ,115510,104755,110115,40.87,-74.21
07428,NJ,1000000,104755,110115,41.2,-74.55
07430,NJ,139900,104755,110115,41.08,-74.18
07432,NJ,151618,104755,110115,40.99,-74.14
07435,NJ,130560,104755,110115,41.07,-74.42
07436,NJ,163413,104755,110115,41.03,-74.24
07438,NJ,140288,104755,110115,41.04,-74.48
07439,NJ,101645,104755,110115,41.07,-74.59
07440,NJ,172941,104755,110115,40.94,-74.29
07442,NJ,112663,104755,110115,41,-74.28
07444,NJ,151223,104755,110115,40.96,-74.3
07446,NJ,180402,104755,110115,41.05,-74.14
07450,NJ,227254,104755,110115,40.98,-74.11
07451,NJ,1000000,104755,110115,40.98,-74.11
07452,NJ,203864,104755,110115,40.96,-74.13
07456,NJ,156361,104755,110115,41.11,-74.27
07457,NJ,135797,104755,110115,40.99,-74.3
07458,NJ,250000,104755,110115,41.02,-74.09
07460,NJ,114539,104755,110115,41.1,-74.53
07461,NJ,102122,104755,110115,41.2,-74.6
07462,NJ,102007,104755,110115,41.18,-74.51
07463,NJ,149336,104755,110115,41.01,-74.12
07465,NJ,137526,104755,110115,41.04,-74.29
07470,NJ,161755,104755,110115,40.94,-74.24
07474,NJ,1000000,104755,110115,40.94,-74.24
07480,NJ,126731,104755,110115,41.1,-74.39
07481,NJ,209167,104755,110115,40.99,-74.16
07495,NJ,1000000,104755,110115,41.1,-74.16
07501,NJ,45276,104755,110115,40.91,-74.16
07502,NJ,72120,104755,110115,40.92,-74.19
07503,NJ,66654,104755,110115,40.9,-74.15
07504,NJ,65032,104755,110115,40.91,-74.14
07505,NJ,18785,104755,110115,40.92,-74.17
07506,NJ,124291,104755,110115,40.95,-74.15
07507,NJ,1000000,104755,110115,40.95,-74.15
07508,NJ,97624,104755,110115,40.96,-74.18
07509,NJ,1000000,104755,110115,40.91,-74.16
07510,NJ,1000000,104755,110115,40.91,-74.16
07511,NJ,1000000,104755,110115,40.9,-74.22
07512,NJ,120278,104755,110115,40.9,-74.22
07513,NJ,55875,104755,110115,40.91,-74.15
07514,NJ,53750,104755,110115,40.93,-74.14
07522,NJ,39634,104755,110115,40.92,-74.18
07524,NJ,46081,104755,110115,40.93,-74.16
07533,NJ,1000000,null,110115,40.91,-74.16
07538,NJ,1000000,104755,110115,40.93,-74.18
07543,NJ,1000000,104755,110115,40.91,-74.16
07544,NJ,1000000,104755,110115,40.91,-74.16
07601,NJ,86303,104755,110115,40.88,-74.04
07602,NJ,1000000,104755,110115,40.88,-74.04
07603,NJ,107602,104755,110115,40.87,-74.03
07604,NJ,123661,104755,110115,40.86,-74.07
07605,NJ,134323,104755,110115,40.86,-73.99
07606,NJ,98043,104755,110115,40.86,-74.04
07607,NJ,119944,104755,110115,40.9,-74.06
07608,NJ,0,104755,110115,40.85,-74.06
07620,NJ,209063,104755,110115,40.95,-73.92
07621,NJ,124773,104755,110115,40.92,-73.99
07624,NJ,177562,104755,110115,40.97,-73.96
07626,NJ,172167,104755,110115,40.94,-73.96
07627,NJ,219650,104755,110115,40.95,-73.95
07628,NJ,125853,104755,110115,40.94,-73.99
07630,NJ,138281,104755,110115,40.97,-74.02
07631,NJ,103083,104755,110115,40.89,-73.97
07632,NJ,209444,104755,110115,40.88,-73.94
07640,NJ,168201,104755,110115,40.98,-73.98
07641,NJ,210332,104755,110115,40.96,-73.99
07642,NJ,193846,104755,110115,41,-74.04
07643,NJ,89574,104755,110115,40.84,-74.04
07644,NJ,82631,104755,110115,40.88,-74.08
07645,NJ,168333,104755,110115,41.05,-74.04
07646,NJ,124926,104755,110115,40.93,-74.02
07647,NJ,118500,104755,110115,41,-73.95
07648,NJ,172583,104755,110115,40.99,-73.95
07649,NJ,200956,104755,110115,40.95,-74.03
07650,NJ,87813,104755,110115,40.84,-73.99
07652,NJ,144092,104755,110115,40.94,-74.07
07653,NJ,1000000,104755,110115,40.94,-74.07
07656,NJ,189135,104755,110115,41.03,-74.04
07657,NJ,105496,104755,110115,40.83,-74.01
07660,NJ,104740,104755,110115,40.85,-74.02
07661,NJ,176019,104755,110115,40.92,-74.04
07662,NJ,137875,104755,110115,40.91,-74.08
07663,NJ,129393,104755,110115,40.9,-74.09
07666,NJ,151906,104755,110115,40.88,-74.01
07670,NJ,200581,104755,110115,40.91,-73.95
07675,NJ,177040,104755,110115,41,-74
07676,NJ,149827,104755,110115,40.98,-74.06
07677,NJ,211534,104755,110115,41.02,-74.05
07699,NJ,1000000,104755,110115,40.85,-74.06
07701,NJ,128255,104755,110115,40.34,-74.06
07702,NJ,190474,104755,110115,40.32,-74.05
07703,NJ,0,null,110115,40.32,-74.04
07704,NJ,204583,104755,110115,40.36,-74.03
07710,NJ,1000000,104755,110115,40.21,-74.25
07711,NJ,147788,104755,110115,40.24,-74.01
07712,NJ,120267,104755,110115,40.22,-74.01
07715,NJ,1000000,null,110115,40.17,-74.02
07716,NJ,116215,104755,110115,40.4,-74.03
07717,NJ,125208,104755,110115,40.19,-74.01
07718,NJ,154943,104755,110115,40.42,-74.09
07719,NJ,138340,104755,110115,40.17,-74.02
07720,NJ,92353,104755,110115,40.2,-74.01
07721,NJ,120912,104755,110115,40.44,-74.23
07722,NJ,202772,104755,110115,40.28,-74.16
07723,NJ,127500,104755,110115,40.25,-74
07724,NJ,123036,104755,110115,40.29,-74.05
07726,NJ,162255,104755,110115,40.29,-74.36
07727,NJ,126639,104755,110115,40.19,-74.17
07728,NJ,141895,104755,110115,40.25,-74.27
07730,NJ,135066,104755,110115,40.42,-74.17
07731,NJ,132513,104755,110115,40.14,-74.19
07732,NJ,153966,104755,110115,40.4,-73.99
07733,NJ,191159,104755,110115,40.37,-74.17
07734,NJ,86081,104755,110115,40.44,-74.13
